gentau1_vis_px,gentau1_vis_py,gentau1_vis_pz,gentau1_vis_e,gentau1_vis_pt,gentau1_vis_eta,gentau1_vis_phi,gentau1_vis_m,gentau2_vis_px,gentau2_vis_py,gentau2_vis_pz,gentau2_vis_e,gentau2_vis_pt,gentau2_vis_eta,gentau2_vis_phi,gentau2_vis_m,genmet,genmet_px,genmet_py,genmet_phi,boson_mass,event_weight,class_id
37.5735,-10.158445,-31.296412,49.956886,38.922512,-0.73584294,-0.26404917,1.1238686,-0.8774171,3.0694857,4.7470026,5.7760296,3.192429,1.1875061,1.8492229,0.7980483,28.917814,28.704971,3.502089,0.1214029,89.43805,1.0,4100.0
-18.6692,4.6642976,2.1627345,19.391962,19.243044,0.112155184,2.8967655,1.0373223,19.18166,-19.985191,-92.32428,96.40108,27.700974,-1.9187689,-0.8059109,1.4321729,9.832323,5.570895,-8.101833,-0.9684348,91.52834,1.0,4100.0
-11.062929,-15.328182,11.889688,22.34516,18.90348,0.5935057,-2.195963,0.77454054,22.236984,28.91667,12.9316635,38.70955,36.478176,0.3474698,0.9152443,0.7375602,3.0857801,0.1628047,-3.0814824,-1.5180122,92.16207,1.0,4100.0
-13.40403,21.081184,96.69555,99.87733,24.98168,2.0628557,2.137145,1.1691415,4.848033,-9.244822,16.93575,19.90953,10.438877,1.2607815,-1.0878156,0.7743806,14.658723,5.779424,-13.471318,-1.1655282,89.2852,1.0,4100.0
5.0670276,-13.218559,-0.1693117,14.15815,14.15645,-0.011959755,-1.2047455,0.13949764,-6.0598083,34.58789,-16.388527,38.759045,35.11472,-0.45124346,1.7442364,0.79766756,20.74789,5.8979006,-19.89195,-1.2825565,88.40607,1.0,4100.0
-5.552602,-9.668615,-64.473495,65.43445,11.149597,-2.4553921,-2.0920978,0.7224177,25.83488,28.74473,-28.549517,48.067314,38.648422,-0.68408114,0.8386616,1.300468,21.27634,-7.765388,-19.80862,-1.9444051,119.13907,1.0,4100.0
5.3379154,-5.6668606,-16.37603,18.13285,7.7850275,-1.488999,-0.8152804,0.1387991,-19.257439,21.746216,-38.190807,47.98233,29.047321,-1.0874299,2.2955723,0.13932496,22.862295,18.615183,-13.272509,-0.61939347,93.471176,1.0,4100.0
6.264862,3.2033386,-0.07942952,7.0749245,7.0363255,-0.011288255,0.4726612,0.73373854,-8.702265,-1.26473,-19.4986,21.403072,8.793689,-1.5368127,-2.9972696,0.7530935,11.670756,-1.8816743,11.518066,1.732733,91.21999,1.0,4100.0
3.4575374,31.856165,-30.835302,44.484577,32.043247,-0.85446477,1.4626837,1.1366295,0.12740469,-21.8863,-12.678075,25.302914,21.88667,-0.5509594,-1.5649751,0.6910403,15.460595,-0.9204964,-15.433168,-1.6303698,92.21204,1.0,4100.0
-42.59872,14.822727,-21.159945,49.834053,45.103928,-0.45343867,2.8067348,1.1512408,40.661957,29.177185,-54.940723,74.32699,50.047005,-0.9488544,0.62241083,1.146835,4.44819,-3.4281168,2.8345037,2.4506989,94.93339,1.0,4100.0
-7.8160295,14.62305,44.588955,47.572243,16.58083,1.7152898,2.061662,0.13955705,8.668164,-20.677717,-13.788159,26.333344,22.421085,-0.58161396,-1.1738459,0.79156864,5.376559,-2.2883103,4.8652873,2.0104308,90.22741,1.0,4100.0
-19.681953,-6.5433073,38.212074,43.493782,20.741123,1.3708171,-2.8206353,1.162882,13.00404,13.564035,4.662939,19.384567,18.790638,0.24567348,0.8064728,0.96454144,12.577948,2.38111,12.35051,1.3803387,90.33753,1.0,4100.0
14.906127,19.74761,-41.849777,48.616707,24.741882,-1.2964798,0.92420995,0.14001957,-0.62070465,-0.45280266,-0.4299736,0.89143753,0.76831275,-0.5339043,-2.5113425,0.1395674,18.202936,-12.988845,-12.752913,-2.3653595,90.75611,1.0,4100.0
-32.499428,-19.721622,-33.658092,50.785934,38.015198,-0.7979643,-2.5961664,1.0902969,16.017246,10.339546,21.402653,28.672083,19.064585,0.96549034,0.57322353,0.7459226,1.6376697,-1.5755942,-0.4466151,-2.86538,90.94566,1.0,4100.0
-1.4017905,14.826192,-10.799376,18.4496,14.892313,-0.6731602,1.6650643,1.4072148,6.12302,6.715618,27.572006,29.04216,9.087954,1.8291146,0.8315228,0.80039316,32.090675,18.166214,26.453735,0.9690413,89.85258,1.0,4100.0
-5.2402916,17.16119,39.456467,43.352173,17.943441,1.5292199,1.8671607,0.79437345,21.109623,17.836727,34.84388,44.473366,27.6363,1.0543227,0.7015591,0.13890694,86.96244,10.041796,86.380714,1.4550654,91.66468,1.0,4100.0
-19.222599,-7.4505577,1.5947835,20.68943,20.615992,0.07727968,-2.771827,0.70004666,21.461178,-0.1554115,-2.0728447,21.605303,21.46174,-0.09643372,-0.007241391,1.37336,31.048218,-26.00224,-16.966892,-2.5634503,91.39295,1.0,4100.0
-11.561911,-23.790901,-58.127335,63.87404,26.451555,-1.5286262,-2.0231655,1.192072,5.199521,19.723331,-8.111315,21.951256,20.397177,-0.38786972,1.3130378,0.13921538,10.877263,-5.5479417,-9.356025,-2.1060386,91.70137,1.0,4100.0
-10.21736,18.730774,64.66383,68.10576,21.336267,1.8281103,2.0701666,1.3216118,12.637636,-24.424767,0.5154988,27.534813,27.500528,0.018743955,-1.0933174,1.2732302,3.1506317,0.981725,-2.9937763,-1.2539239,91.05055,1.0,4100.0
-1.278878,0.12832329,41.19236,41.230106,1.2852999,4.160651,3.0415869,1.2079562,10.54929,-8.621152,-21.192331,25.22613,13.623941,-1.2251716,-0.6851566,1.277079,12.545635,9.996725,-7.580135,-0.6487677,94.47591,1.0,4100.0
-25.307205,35.41351,56.409336,71.26645,43.526672,1.0759926,2.1912673,1.5238998,12.937775,-12.997431,21.51735,28.282455,18.339008,0.9987741,-0.7876984,0.7627234,28.60213,20.641048,-19.799723,-0.76459724,92.396095,1.0,4100.0
-0.86907387,-0.82318497,-2.2185822,2.5247803,1.1970476,-1.3760736,-2.3833048,0.13959147,10.090487,11.917694,-42.958946,45.715416,15.615677,-1.7366241,0.8682322,0.760818,20.910809,-9.973451,-18.379124,-2.0679798,91.87808,1.0,4100.0
15.078565,-48.62909,212.0088,218.03737,50.913174,2.1337686,-1.2701241,0.6400227,-9.548446,26.213581,135.5989,138.44202,27.89847,2.284695,1.9201142,0.8964401,10.858844,-4.4801383,9.891555,1.9960805,89.30364,1.0,4100.0
6.381508,-4.7830715,7.16663,10.748043,7.9750495,0.8078493,-0.6431942,0.7472825,-22.556618,16.114803,57.616253,63.94355,27.721615,1.4781517,2.5212572,0.810625,17.874752,14.152767,-10.918147,-0.65708816,94.97188,1.0,4100.0
-30.125242,-22.303818,-139.51747,144.465,37.483204,-2.0250194,-2.5042834,0.1409234,3.793501,24.286678,-144.71988,146.79669,24.58116,-2.4731026,1.4158516,1.0917588,19.589716,-18.988476,4.8160915,2.8931983,89.76627,1.0,4100.0
27.698751,16.92897,1.5480582,32.517277,32.462452,0.047669597,0.5486008,1.079785,-6.6802244,-45.522182,-69.071175,82.995705,46.00972,-1.1954453,-1.7165029,0.75188583,3.504965,0.23382026,-3.497157,-1.5040356,91.153114,1.0,4100.0
-11.392356,-26.61882,126.81027,130.07893,28.95423,2.1829085,-1.9751894,1.1560689,9.950218,27.498837,96.10829,100.46138,29.243681,1.9053409,1.2236116,0.7016418,11.494362,-4.808977,-10.440023,-2.002454,91.577194,1.0,4100.0
-5.390628,-4.870303,0.08070767,7.2666855,7.2648964,0.011109037,-2.4068604,0.13958035,18.661655,15.933449,114.195496,116.807434,24.538382,2.2421691,0.70669997,1.1105254,17.093285,-10.390663,-13.572564,-2.224184,90.26643,1.0,4100.0
14.100313,1.0860596,30.228828,33.387794,14.142077,1.5034931,0.07687201,0.9820365,-43.219845,-2.4589264,83.307106,93.88341,43.289738,1.4093094,-3.0847604,0.13785061,22.496653,22.371855,2.3663192,0.10538033,93.728,1.0,4100.0
21.656494,-3.8109534,-22.20392,31.258682,21.98925,-0.8882599,-0.17418937,0.7510209,-19.049484,7.0790367,19.568838,28.221214,20.322294,0.85491294,2.7857947,0.7084489,24.340128,-22.8888,8.279173,2.7945216,94.20324,1.0,4100.0
-2.0488162,10.018114,-16.252792,19.209549,10.2254715,-1.2433742,1.7725258,0.541529,19.93137,-36.653557,-33.146088,53.29828,41.72221,-0.72832626,-1.0727432,1.1404686,13.481038,0.73849213,13.460795,1.5159888,91.281815,1.0,4100.0
-11.756188,-24.520222,-30.446707,40.838303,27.192816,-0.9635072,-2.017868,1.1470697,7.248468,42.241932,-87.93654,97.82523,42.859318,-1.4665414,1.4008572,0.14270376,16.84045,-8.085437,-14.7724905,-2.0715878,89.790535,1.0,4100.0
3.1920402,-39.665787,8.955301,40.812687,39.794018,0.22318394,-1.490496,1.3835584,-1.5248854,41.75958,53.29047,67.7331,41.78741,1.0632858,1.607296,1.3080754,2.0059054,0.3378347,-1.9772516,-1.4015697,91.55493,1.0,4100.0
-13.501768,-25.646942,-30.744902,42.25318,28.983847,-0.92369145,-2.0553775,0.13777575,16.436516,30.10738,-27.568474,44.007423,34.3018,-0.73555756,1.0710834,0.13852325,3.4738224,-0.62252885,-3.4175868,-1.7509754,93.70379,1.0,4100.0
8.936065,-13.145966,-0.0012071133,15.896196,15.895586,-7.594015e-05,-0.9737857,0.13926168,-15.9532585,33.991425,38.30115,53.65158,37.548946,0.8954681,2.00961,1.2611636,19.032583,10.232457,-16.04793,-1.0031744,90.22471,1.0,4100.0
25.732662,-39.788597,184.49335,190.48515,47.38462,2.0685606,-0.9967201,1.2231419,-10.979036,15.484558,94.596825,96.48543,18.981853,2.309205,2.187558,0.7535098,18.270838,-11.10994,14.504922,2.224423,92.055435,1.0,4100.0
-0.14507586,21.979183,-11.719931,24.92376,21.979662,-0.510723,1.5773969,0.8552603,-23.007801,-45.48769,-137.05675,146.23154,50.975376,-1.7151148,-2.0390754,0.78835756,8.914285,5.3152633,7.156287,0.9319576,90.256035,1.0,4100.0
-42.47155,1.3724802,-11.159468,43.941742,42.49372,-0.25968593,3.1092887,0.7916474,24.620161,-0.79437494,-9.81008,26.535269,24.632973,-0.3884099,-0.032254033,1.0485543,13.346131,13.301294,-1.0930592,-0.08199266,92.68342,1.0,4100.0
29.648802,-26.154325,186.48615,190.63278,39.53606,2.2553427,-0.7228583,0.8216399,-9.393442,10.541989,23.248125,27.20879,14.119855,1.2733657,2.2986448,0.68748075,16.169653,-9.5416765,13.054275,2.2019763,87.258644,1.0,4100.0
-6.971477,14.01981,-51.411827,53.74339,15.657476,-1.9044873,2.0322487,0.13911867,5.052044,-11.478261,12.540034,17.751574,12.540878,0.881326,-1.156172,0.76959777,9.733046,3.2104788,-9.188308,-1.234648,91.908676,1.0,4100.0
-7.8055677,-16.01243,-30.267105,35.120396,17.813614,-1.3003639,-2.0243692,0.14046945,1.7701731,5.501957,-23.27301,23.988144,5.77971,-2.101162,1.2595202,0.6268968,13.945786,2.5851505,13.704085,1.3843465,97.40454,1.0,4100.0
0.20817372,-33.24803,66.16091,74.04567,33.248684,1.4391007,-1.5645351,0.14148794,1.4025005,17.311707,76.883415,78.82848,17.368425,2.1933043,1.4899583,1.0991344,7.9043584,0.96819276,7.844838,1.4479995,89.835915,1.0,4100.0
-13.992643,0.7122585,77.584045,78.84219,14.010759,2.4127386,3.0907342,0.7113436,35.499947,-2.1615279,79.04641,86.685646,35.565693,1.5389509,-0.06081312,1.0714241,20.530119,-20.529093,0.20524684,3.1315951,87.045425,1.0,4100.0
-16.099873,5.985302,50.33281,53.194496,17.17643,1.7961854,2.7856648,1.1103951,22.589973,-6.4258566,94.59993,97.479706,23.486135,2.1014585,-0.2771361,1.2441027,3.4091258,-2.216977,2.589817,2.2787843,91.23964,1.0,4100.0
-27.081545,-0.16840166,104.01839,107.48945,27.08207,2.0553744,-3.1353743,0.8475353,32.902443,-9.327079,129.988,134.41422,34.198906,2.0452676,-0.2762298,0.8568604,7.1951523,-6.080879,-3.8461835,-2.577615,93.8889,1.0,4100.0
11.565133,-65.57989,128.25595,144.51784,66.59184,1.4100437,-1.3962393,1.1586547,-28.551632,19.32976,64.6877,73.30316,34.479492,1.3868217,2.546463,0.14103954,1.6361938,-1.4815047,0.69445956,2.7032537,91.1709,1.0,4100.0
6.4631834,-12.836988,27.65585,31.184566,14.372231,1.4092393,-1.1043676,1.0344884,-3.0915031,5.270727,-14.738346,15.98283,6.1104794,-1.6140354,2.1012616,0.94554436,9.268188,-5.280583,7.616742,2.1770022,91.85653,1.0,4100.0
-18.063526,-25.274,-43.677868,53.598896,31.065512,-1.1414601,-2.1913252,0.13946441,10.964599,18.89818,-4.259921,22.273006,21.848654,-0.19375943,1.0450679,0.75911593,10.869392,3.6975536,10.221144,1.2236876,90.39451,1.0,4100.0
-0.17832756,3.1743736,3.42091,4.6723213,3.1793787,0.9340842,1.6269146,0.13969056,6.835915,-25.886793,46.717144,53.852097,26.774162,1.3233443,-1.3126202,0.8372365,14.501095,-0.40142664,14.495538,1.5984824,93.277985,1.0,4100.0
30.276516,19.635094,-49.712242,61.435234,36.086067,-1.1248941,0.575338,0.8812747,-12.439095,-8.04652,-8.85999,17.262577,14.814775,-0.56715286,-2.5674186,0.1399314,20.270885,-16.008282,-12.435583,-2.4811454,94.188515,1.0,4100.0
6.805381,-42.36359,89.18899,98.983055,42.906723,1.4782748,-1.411515,1.4080771,-12.698466,32.171577,62.275757,71.25201,34.587013,1.3507093,1.9467347,1.5222033,2.0552258,-0.80857015,1.8894887,1.9751467,81.98796,1.0,4100.0
-7.650318,0.26881617,-46.176743,46.818115,7.6550393,-2.49706,3.1064692,1.022121,16.020134,-14.8794365,7.727932,23.218815,21.86418,0.34647775,-0.7484986,1.1619413,5.3484097,-1.6764646,-5.078873,-1.8896214,93.979904,1.0,4100.0
-11.808092,7.3727503,-7.365841,15.7500305,13.920794,-0.5071092,2.5834384,0.13915025,9.937922,-7.0702114,5.348811,13.339195,12.196318,0.4255946,-0.61836106,0.7577438,3.4672859,2.6989324,-2.176657,-0.6786846,93.832726,1.0,4100.0
-17.841448,24.668726,0.97326463,30.47557,30.44443,0.031963117,2.196951,0.97460896,1.2373791,-3.1921997,-2.1589546,4.049919,3.4236305,-0.59488976,-1.2010026,0.13969235,40.315857,8.694636,-39.367138,-1.3534256,93.34475,1.0,4100.0
-8.187929,0.3472979,11.132389,13.8460655,8.1952915,1.1135554,3.0992022,0.78780985,44.766205,9.683716,63.636116,78.41453,45.80161,1.1317973,0.21303515,1.2228959,9.632164,-8.61158,4.3150063,2.6770892,92.93388,1.0,4100.0
7.5221343,-11.277346,12.563967,18.496143,13.555848,0.82867694,-0.9825541,0.7021598,-7.4505863,11.9649,-78.38624,79.65091,14.095037,-2.41696,2.1277425,1.0931513,0.7677837,-0.26902723,0.71910787,1.9287887,106.94661,1.0,4100.0
25.662355,-0.33183467,-3.912856,25.986094,-1.0,-0.15187724,-0.012930075,1.1401813,-28.986618,-5.442615,6.6874847,30.247196,-1.0,0.22484764,-2.9559906,0.5695101,10.47078,3.1777174,9.976941,1.262449,89.442535,1.0,4100.0
3.2721214,4.2572765,-5.633213,7.8024006,5.3694677,-0.9156833,0.9155002,0.5596281,30.156935,-28.72316,-335.92017,338.49286,41.646854,-2.7846155,-0.7610522,0.772632,21.93032,17.729172,12.90796,0.6293132,91.38979,1.0,4100.0
21.245033,7.988739,-115.707596,117.917496,22.697388,-2.3314476,0.3596721,1.0567297,-10.781954,-9.995831,-75.11536,76.54465,14.702624,-2.3335893,-2.3940113,0.77400744,13.90422,0.3209448,-13.900515,-1.5477117,92.45996,1.0,4100.0
28.805527,-7.387335,-52.578278,60.416527,29.737705,-1.3348272,-0.2510451,1.1620455,-3.7063904,0.6624017,-3.428547,5.117111,3.765117,-0.8167313,2.964741,0.50377333,12.7663765,-12.536032,2.4141848,2.951342,93.15472,1.0,4100.0
4.9862223,19.731205,114.40184,116.19804,20.351482,2.4275298,1.3232712,0.14038932,14.245502,30.41793,31.929432,46.348656,33.588463,0.8460128,1.1328076,0.7241685,65.74329,28.22637,59.375523,1.127032,91.95898,1.0,4100.0
14.342129,20.58747,15.29496,29.397854,25.090647,0.5770292,0.9623265,0.8703263,-8.479147,-14.365216,-36.77396,40.3881,16.680988,-1.5315388,-2.1040199,0.78681725,4.3807163,-2.259804,-3.7528605,-2.112799,92.01284,1.0,4100.0
-18.370737,9.202455,11.833542,23.733658,20.546755,0.5480778,2.6772013,1.0414655,4.1669483,-3.363609,56.769516,57.033623,5.355121,3.0563104,-0.6791228,1.1742457,22.373407,-20.572418,8.7946005,2.7376108,90.75404,1.0,4100.0
-16.97156,15.87557,6.849671,24.238407,23.239353,0.29063553,2.3895485,0.71751255,19.645098,-30.732542,130.70685,135.70085,36.47491,1.988403,-1.0020311,0.14807007,4.9755893,1.3000275,-4.802751,-1.3064471,90.950836,1.0,4100.0
25.246836,-32.060127,-18.168556,44.67833,40.80753,-0.43169188,-0.90373385,0.8956651,-5.56299,9.400259,6.069152,12.525612,10.922991,0.5304085,2.105158,0.8629131,27.93536,-13.731812,24.327385,2.0846727,93.33123,1.0,4100.0
-3.0375345,14.361343,-6.2126293,15.955936,14.67906,-0.41151717,1.7792321,0.72134936,1.2958319,-11.313021,17.992882,21.321281,11.386993,1.2384027,-1.4567499,1.0907013,4.0489287,-1.8697708,3.5913482,2.050813,91.09399,1.0,4100.0
-39.11263,26.411898,-185.27657,191.19463,47.19519,-2.0765455,2.547652,0.7701511,1.2932129,-0.88531494,-4.555519,4.81958,1.5672212,-1.7885381,-0.6003057,0.13934022,33.19273,30.964365,-11.956817,-0.36850795,91.44824,1.0,4100.0
10.912787,26.13321,13.853535,31.542225,28.320196,0.47150883,1.1752245,0.97876084,-14.6587515,-32.850945,4.2388573,36.247414,35.973095,0.117563106,-1.9905025,1.3577678,5.9057717,2.7272646,5.238336,1.0907768,90.658844,1.0,4100.0
-14.270596,-29.216301,39.216167,50.953926,32.51526,1.0198629,-2.0251584,1.0736176,10.900566,22.516087,99.65038,102.748634,25.015924,2.0906975,1.1199304,1.1342535,0.86397326,0.45854518,0.7322473,1.0113229,91.132996,1.0,4100.0
-45.71514,23.547007,-1.997151,51.46895,51.423103,-0.038827863,2.6659532,0.85344577,-9.143082,-28.263725,52.763546,60.56737,29.705793,1.3388257,-1.8836634,1.4073308,4.928673,-4.8575397,-0.8343412,-2.9714904,91.42305,1.0,4100.0
-21.21246,-7.3522415,109.07155,111.36615,22.450476,2.2842667,-2.8079498,1.3389415,16.360596,7.9491854,52.310875,55.383263,18.18952,1.7784479,0.45228294,0.13965425,21.205769,18.514055,10.339942,0.5093392,85.71077,1.0,4100.0
33.7787,15.215101,1.1770008,37.088078,37.047268,0.031764902,0.42321542,1.2806894,-14.523661,-6.0853415,-15.867893,22.374264,15.747003,-0.88679165,-2.7448192,0.9217072,19.167212,-17.234627,-8.387468,-2.6886709,91.222755,1.0,4100.0
4.8589897,-18.796574,-134.14977,135.5506,19.414452,-2.6312816,-1.3178301,0.94034153,2.3886132,25.238533,-8.882513,26.895798,25.351313,-0.34357724,1.4764359,1.3401028,9.257914,0.46155122,9.246401,1.5209209,91.93136,1.0,4100.0
-18.351852,8.880047,-48.648727,52.748116,20.387392,-1.6041235,2.690926,0.13890496,37.397995,7.703517,-63.280647,73.91143,38.183167,-1.2789624,0.20314603,0.71064377,34.011368,30.752857,14.52704,0.44130862,94.738,1.0,4100.0
36.72512,21.655148,130.82365,137.59753,42.63426,1.8398916,0.5327781,0.7569849,-21.106354,-9.82446,82.246414,85.483086,23.280855,1.9746903,-2.7059453,0.94185936,14.184207,-12.861668,-5.9807377,-2.706331,92.09112,1.0,4100.0
2.246614,-0.93093586,6.4005375,6.848377,2.4318545,1.6951542,-0.39283505,0.13955119,-2.9178548,0.047399044,-12.0639305,12.412659,2.9182398,-2.1267042,3.1253495,0.13983269,4.2751603,-0.96901965,-4.163892,-1.7994462,90.51601,1.0,4100.0
-26.206146,5.528237,-16.027681,31.225897,26.782896,-0.56747794,2.9336889,0.920087,1.473999,-0.62319374,2.4234352,2.9075012,1.6003261,1.2026905,-0.39999825,0.13957638,22.836714,22.277035,-5.024857,-0.22184949,94.517975,1.0,4100.0
12.247515,38.645832,-115.509,122.421684,40.540127,-1.7696658,1.2638927,1.1122608,-14.754992,-33.761276,-23.750416,43.836456,36.844723,-0.60669816,-1.9828197,0.13820739,1.2075193,-0.5026006,-1.0979506,-2.0000868,92.118706,1.0,4100.0
-10.025242,1.5493075,-5.845044,11.720112,10.144251,-0.5483035,2.988265,0.5391224,26.739525,4.616773,23.791464,36.102516,27.135159,0.791505,0.17097165,1.0203623,11.424653,-10.373242,4.787332,2.7092102,90.37865,1.0,4100.0
-6.861088,-6.825968,-20.744267,22.89132,9.678242,-1.505983,-2.3587604,0.13979653,16.81236,24.147161,-28.259848,40.813484,29.423475,-0.85313094,0.9625944,1.1749983,11.646412,-8.374275,-8.093851,-2.3732212,90.22142,1.0,4100.0
-2.9824114,-8.274895,10.893421,14.015705,8.795946,1.0403633,-1.9167209,0.636164,15.644957,28.233059,20.410236,38.19782,32.278015,0.5963461,1.0647832,0.7907758,26.386293,-7.4254436,-25.319939,-1.8560625,89.97469,1.0,4100.0
15.3736,-4.0347314,7.1659136,17.47355,15.894233,0.43682462,-0.2566573,1.161045,-20.136429,-89.13277,21.373053,93.855606,91.37902,0.23181278,-1.7929815,1.3933934,34.1294,13.265803,-31.445736,-1.1715854,91.58033,1.0,4100.0
32.623806,-1.7455739,7.1075664,33.444866,32.67047,0.21587266,-0.053455167,0.8257289,-31.271503,10.108568,7.420272,33.72661,32.864723,0.22390668,2.8289428,1.5276101,5.2031345,3.6943398,3.663941,0.7812669,90.00738,1.0,4100.0
22.328295,15.043016,-22.785145,35.29342,26.922947,-0.7684229,0.5928697,1.2718108,-0.053093612,-8.343216,12.425858,14.967747,8.343385,1.1888169,-1.5771599,0.13941096,19.589165,3.5674834,-19.26158,-1.3876592,90.03999,1.0,4100.0
-7.374364,-6.0690384,-9.806328,13.734186,9.550627,-0.90017897,-2.4529889,1.1177363,10.519289,8.017875,23.590933,27.057018,13.226555,1.3424501,0.6512679,0.7799803,6.1518736,4.711864,3.9552352,0.69832,90.73007,1.0,4100.0
43.15757,14.134793,118.899605,127.282104,45.413303,1.6902449,0.31650582,1.1179819,-26.311312,10.757389,24.019815,37.223038,28.425455,0.76743126,2.75348,0.7723076,4.0168447,0.104832515,4.0154767,1.5446951,90.28906,1.0,4100.0
-12.084153,-19.719545,-134.72162,136.69795,23.127628,-2.4626174,-2.120575,1.2362828,17.83641,23.488144,-145.01358,147.98865,29.492887,-2.2960095,0.9213194,1.3677918,7.143309,-1.9956338,-6.8588853,-1.8539354,90.57007,1.0,4100.0
-36.42643,3.7623456,28.384426,46.345116,36.620213,0.7131085,3.0386715,1.0742772,23.63079,-1.3814778,23.192123,33.154922,23.671137,0.8669918,-0.05839446,1.0254492,35.06204,35.04449,-1.109138,-0.031638864,93.30247,1.0,4100.0
-5.243927,-2.2923298,-5.4335976,7.918024,5.7230716,-0.845152,-2.7294846,0.64620143,29.002548,15.193242,35.59511,48.37996,32.741142,0.94168735,0.48255202,1.2751658,4.0218077,-3.984455,0.54685855,3.0051968,91.205284,1.0,4100.0
-34.65237,-7.544981,-48.999992,60.502174,35.464256,-1.1272831,-2.9272053,1.3417659,29.64066,10.288081,3.4615755,31.577412,31.37536,0.110105224,0.3340832,0.858558,4.1422358,4.075006,0.7432651,0.18041284,92.02811,1.0,4100.0
38.318085,4.392905,-15.94586,41.735634,38.569073,-0.40248168,0.1141448,0.13946992,-44.36479,3.5771494,-18.467691,48.188232,44.50877,-0.4038546,3.0611362,0.13914761,1.1309029,0.5925794,0.96321905,1.01927,90.58292,1.0,4100.0
-18.231794,-46.612206,-111.17454,121.928085,50.050934,-1.5384097,-1.9436396,1.2586263,23.247643,4.5305605,-91.509575,94.53197,23.684992,-2.0610912,0.19247015,1.1452764,15.067188,5.674941,-13.957622,-1.1846273,88.81564,1.0,4100.0
-27.016186,17.479237,-75.406586,81.98947,32.1776,-1.5874667,2.5673354,0.8498559,40.38881,15.736306,-75.79554,87.3262,43.346134,-1.3252085,0.3715266,1.4193381,23.555326,-19.256731,13.565829,2.5278716,91.66183,1.0,4100.0
-21.99139,21.773426,-7.332668,31.810863,30.946783,-0.23478153,2.3611748,0.67800623,20.77884,-18.64659,37.70456,46.923626,27.91873,1.1088767,-0.7313677,0.85873824,1.1591008,1.1509209,0.13746224,0.11887363,90.201614,1.0,4100.0
11.042506,-36.36689,-59.647446,70.73289,38.006416,-1.2326555,-1.2760018,0.9142958,-19.01707,21.568182,-143.47769,146.33643,28.754747,-2.3104172,2.293419,1.2907572,13.412204,4.1231203,-12.762723,-1.2583205,90.236885,1.0,4100.0
-21.253532,-38.995083,24.84883,50.890205,44.41091,0.5338059,-2.0698166,0.13986108,6.152914,-30.929356,132.41446,136.1243,31.53543,2.1418595,-1.3744255,1.32368,17.78185,0.16450311,-17.78109,-1.561545,90.90792,1.0,4100.0
11.728548,-5.879011,-36.1261,38.43483,13.119513,-1.7375126,-0.46465233,0.13971774,-14.102667,6.9530687,-20.030079,25.48664,15.723561,-1.0624301,2.6835349,1.0650955,9.079863,8.27668,-3.7336953,-0.42377687,87.80908,1.0,4100.0
-15.218703,-20.560562,-34.1563,42.678944,25.580181,-1.0997703,-2.2079887,0.7026973,21.389254,29.012976,-99.548965,105.876144,36.04515,-1.7402974,0.93551785,0.71309406,7.4310126,-5.1947503,-5.3136163,-2.3448834,82.96666,1.0,4100.0
0.7624325,-25.064049,32.02888,40.68548,25.075642,1.0645285,-1.5403863,0.8191889,-4.483615,10.633104,-28.872686,31.103285,11.539744,-1.6479815,1.9698393,0.7852376,11.316898,-0.8218062,-11.28702,-1.6434779,90.023346,1.0,4100.0
-36.41809,-14.627295,-113.044525,119.66904,39.24583,-1.7799385,-2.7596655,1.1741525,30.693687,-0.01757422,-61.966396,69.161476,30.693693,-1.4520401,-0.00057256786,1.1716439,4.018964,1.4929793,-3.7313647,-1.1901898,89.42776,1.0,4100.0
-12.92723,8.918714,50.918304,53.285553,15.705309,1.8923485,2.537666,0.14037342,12.998611,-4.1634617,-6.4930077,15.141278,13.649114,-0.45938054,-0.3099755,0.89490014,9.540044,-4.089349,8.619145,2.0137954,90.24674,1.0,4100.0
7.8040524,3.2753658,5.3544254,10.041239,8.463525,0.59661734,0.3973735,0.7248105,-11.391239,-8.634378,-0.710907,14.320972,14.293803,-0.049714845,-2.4930012,0.52157676,18.082186,-9.197647,-15.568196,-2.1044216,92.06108,1.0,4100.0
36.74571,16.19939,-108.763596,115.94054,40.15803,-1.7219617,0.4152198,0.14470531,-35.39155,9.786601,-193.61383,197.06645,36.719738,-2.3645716,2.8718104,0.7293053,9.315148,-7.9870787,4.7935963,2.601049,93.577,1.0,4100.0
4.109274,20.698742,-9.022777,22.965237,21.102703,-0.41550553,1.3748168,0.81703645,-2.2882338,-15.058741,-51.819824,54.01748,15.231602,-1.938479,-1.7215966,0.7695236,8.429626,-0.052573852,-8.429462,-1.5770332,91.949394,1.0,4100.0
4.675211,-1.5518227,4.563858,6.7166996,4.926028,0.82841897,-0.32048315,0.13965082,-11.126215,13.90061,-55.729156,58.521076,17.805044,-1.8587627,2.2457883,1.3992351,9.580796,9.240825,2.5295877,0.26719487,91.592606,1.0,4100.0
27.594475,-4.042266,117.04085,120.318596,27.888975,2.1413405,-0.1454537,0.45772782,-11.484016,1.7977314,37.07543,38.862312,11.623875,1.8767549,2.986311,0.7597384,19.491886,-18.81148,5.1050835,2.8765938,93.20517,1.0,4100.0
