gentau1_vis_px,gentau1_vis_py,gentau1_vis_pz,gentau1_vis_e,gentau1_vis_pt,gentau1_vis_eta,gentau1_vis_phi,gentau1_vis_m,gentau2_vis_px,gentau2_vis_py,gentau2_vis_pz,gentau2_vis_e,gentau2_vis_pt,gentau2_vis_eta,gentau2_vis_phi,gentau2_vis_m,genmet,genmet_px,genmet_py,genmet_phi,boson_mass,event_weight,class_id
-24.915771,-21.111794,43.697163,54.557304,32.657364,1.1014386,-2.4386528,0.74427515,30.19388,22.851309,138.81914,143.89764,37.86625,2.010362,0.64785117,1.3879104,5.2611747,-4.409832,-2.8693795,-2.5647411,88.776405,1.0,4100.0
18.738804,-16.034866,-12.692387,27.765842,24.662922,-0.49426273,-0.70779616,1.2592138,-14.334812,5.1055536,-51.386154,53.59725,15.216883,-1.9313457,2.7994366,0.75832176,12.58555,-12.582689,0.26832482,3.120271,98.14832,1.0,4100.0
30.147152,6.6706467,5.488314,31.381937,30.876339,0.17682849,0.21776092,1.1645093,-42.93935,-20.244846,-1.661561,47.514988,47.472534,-0.03499333,-2.701024,1.1276975,4.906289,4.8595314,0.67574114,0.13816878,91.05146,1.0,4100.0
13.444787,-15.009093,-39.62656,44.462685,20.150314,-1.4285744,-0.84031975,0.7942739,-22.750336,10.758479,-10.456158,27.260548,25.165903,-0.40437788,2.6998646,0.69539696,7.6207037,-4.3005347,-6.2913055,-2.1704087,92.50926,1.0,4100.0
24.809475,5.4214087,9.102846,27.004333,25.394915,0.35118803,0.21513982,1.2126421,-57.088337,-21.555454,13.434811,62.488308,61.022255,0.21842158,-2.7805614,0.7607041,10.081631,10.080071,0.17730132,0.017587477,102.541595,1.0,4100.0
6.9705963,3.3435545,1.7796407,7.969776,7.7310133,0.228209,0.44724807,0.7626542,-10.763874,-9.623236,-45.351704,47.59652,14.438409,-1.8621298,-2.4120853,0.4289432,13.247095,12.935329,2.8570595,0.21738245,90.257416,1.0,4100.0
-18.19233,45.094032,-122.93245,132.2052,48.62543,-1.6576358,1.9542569,1.1812115,10.069593,10.331186,-101.301575,102.32602,14.426716,-2.6471996,0.79822016,0.6892481,48.885433,25.296234,41.83164,1.0269169,89.79647,1.0,4100.0
3.2173324,-33.40465,-36.514515,49.596107,33.55923,-0.94229245,-1.4747785,0.4920351,-7.577558,14.528912,-153.46613,154.34534,16.386234,-2.9330235,2.0515351,1.4569478,8.004853,0.22040135,-8.001819,-1.5432594,94.490845,1.0,4100.0
-11.311094,-16.823278,7.4160485,21.615372,20.272236,0.35811895,-2.1627216,1.1238182,40.434586,20.848936,140.48808,147.67043,45.49323,1.845947,0.47606647,0.13879237,10.65515,-6.445806,-8.484327,-2.2204962,95.107475,1.0,4100.0
4.031189,2.3790092,6.943762,8.409813,4.68083,1.1855459,0.53314596,0.77392226,-54.089497,39.727077,63.681152,92.51891,67.111206,0.8447677,2.5081055,0.73879594,67.9134,-44.10158,51.645718,2.2775648,90.216545,1.0,4100.0
3.163884,-27.537916,13.697609,30.946789,27.719072,0.47598073,-1.456406,1.316152,7.4581423,39.38628,55.644604,68.59366,40.086193,1.1310598,1.3836533,1.365691,19.145323,2.8393245,-18.93361,-1.4219434,92.70543,1.0,4100.0
15.49833,-26.731016,8.511679,32.057316,30.898956,0.27209815,-1.0453709,0.6909142,-16.077179,9.176006,31.899467,36.885178,18.511477,1.3125373,2.6229603,0.5152938,25.944973,-23.9562,9.962032,2.747503,90.75302,1.0,4100.0
-36.76949,2.7172358,76.87843,85.265915,36.869755,1.4810736,3.0678275,0.7771989,26.155231,8.055233,148.65326,151.1572,27.367552,2.3937733,0.2987598,1.3128252,14.93091,13.799622,5.701099,0.39177763,89.35021,1.0,4100.0
-9.104759,-11.725393,18.881815,24.044117,-1.0,1.0612069,-2.2310424,1.1023324,22.195435,31.607645,92.370255,100.12962,-1.0,1.6062144,0.95858383,1.4131614,2.3249366,-0.10199801,2.322698,1.6146817,92.65126,1.0,4100.0
2.447458,4.619714,-22.23423,22.855381,5.227983,-2.1542983,1.0836052,0.821979,5.6241198,-21.79793,22.671888,31.975523,22.511786,0.8863936,-1.3182917,1.2802672,13.501045,7.453636,-11.257066,-0.98594135,91.82204,1.0,4100.0
-22.42841,-18.056423,-114.2355,117.81386,-1.0,-2.0867755,-2.4637682,1.1351231,20.913082,17.566666,-47.86721,55.116238,-1.0,-1.327191,0.6986508,0.7649022,12.040233,-2.096212,-11.856353,-1.7457887,90.84927,1.0,4100.0
3.6445942,-34.10056,66.99037,75.26695,34.29477,1.4225852,-1.4643227,1.1282876,7.0582223,31.448624,73.01158,79.81973,32.230953,1.5563393,1.3500181,1.2900656,9.412026,2.9008014,-8.953859,-1.2574943,93.11422,1.0,4100.0
-7.356875,45.512123,66.03025,80.54129,46.102894,1.1565773,1.7310566,1.1951963,-4.6381116,-36.0962,60.452366,70.56572,36.392963,1.2809284,-1.6985892,0.7645779,9.973558,-1.2342198,-9.896897,-1.6948636,92.14798,1.0,4100.0
0.17060126,-47.369602,-24.662472,53.422127,47.36991,-0.49959248,-1.5671948,1.3333405,13.594303,22.504421,-28.358574,38.671463,26.29171,-0.9358834,1.0273877,0.13886838,12.613586,7.4300985,10.192948,0.9409072,91.787865,1.0,4100.0
34.99009,9.082193,-74.43018,82.75765,36.149586,-1.469692,0.2539603,1.477909,-15.610747,-14.341633,1.0282005,21.23868,21.198534,0.048484378,-2.3985403,0.8040286,6.5389023,-3.03903,-5.7897787,-2.0541615,93.964775,1.0,4100.0
0.040326595,1.7379608,3.321392,3.7514267,1.7384286,1.4029113,1.547597,0.1393665,1.1425414,-4.106922,12.202927,12.926834,4.2628875,1.7740762,-1.2994585,0.13932382,9.947706,4.498013,-8.872696,-1.1016042,91.84766,1.0,4100.0
-15.6772785,19.359566,5.939335,25.609861,24.91124,0.23621699,2.2514813,0.13947654,29.743168,-56.860992,-32.53838,71.948555,64.17031,-0.4875201,-1.0888512,0.1411324,5.206653,2.5271847,-4.5522056,-1.0640031,89.39161,1.0,4100.0
-21.483715,-7.204421,-45.817444,51.114685,22.659517,-1.4534292,-2.8180342,0.1384654,22.586311,18.250418,-25.08848,38.37539,29.038237,-0.78185326,0.6796182,0.13947575,15.059033,-14.685706,-3.3323467,-2.9184601,90.961716,1.0,4100.0
-16.321737,-23.415041,75.26384,80.498024,28.542307,1.6969161,-2.1795478,0.7893316,8.450752,5.70092,13.479084,16.915237,10.193905,1.091956,0.59347826,0.7237731,10.306784,2.872343,-9.898457,-1.288372,98.06473,1.0,4100.0
-3.52182,7.049942,1.5240088,8.060079,7.8806663,0.19220024,2.0340862,0.7330523,3.7154412,-12.359522,-51.629333,53.218136,12.905901,-2.0948203,-1.2787766,0.14007178,4.1139355,-4.1056166,-0.26148745,-3.0779884,88.503685,1.0,4100.0
-38.235287,20.77439,-44.06166,61.93078,43.514507,-0.89023685,2.6438847,0.69208175,25.562569,44.338776,-9.5545435,52.069984,51.179802,-0.1856181,1.0478141,0.7886928,1.7637749,-1.4691869,-0.9759055,-2.555266,87.316246,1.0,4100.0
-18.494383,4.9008136,-32.9128,38.0803,19.132698,-1.3110365,2.882557,0.89254504,-4.643956,-21.093576,14.748913,26.154451,21.598734,0.63856846,-1.787499,0.14000593,17.697994,-15.33066,-8.842504,-2.6184175,91.91785,1.0,4100.0
31.8189,28.398582,-58.636486,72.51891,42.64882,-1.1232868,0.72865975,1.3540517,-5.9143143,-2.736989,-1.394166,6.6891403,6.516918,-0.21233119,-2.708167,0.5750454,31.79005,-29.70549,-11.322154,-2.777444,92.18777,1.0,4100.0
-13.940201,-22.276768,5.21522,26.804338,26.278957,0.197176,-2.1299512,0.8309402,6.526205,3.8540936,35.032856,35.85869,7.5792737,2.2355175,0.5334469,1.0483998,12.699104,-3.242821,-12.278085,-1.8290145,92.706345,1.0,4100.0
-0.7305725,-24.411871,35.976257,43.509335,24.4228,1.1797262,-1.6007143,1.5158902,4.220205,22.069557,-0.29586077,22.487904,22.469435,-0.013166875,1.3818543,0.8618533,2.4539852,1.1489439,-2.168403,-1.0835493,72.65748,1.0,4100.0
-20.731916,-9.299618,1.5501657,22.77538,22.722132,0.068169914,-2.7199326,0.14012103,26.966873,1.7385471,-80.18355,84.6205,27.022858,-1.8080385,0.06438064,0.99630964,10.861481,-10.111764,-3.9653494,-2.76787,91.21525,1.0,4100.0
-26.470299,-23.88614,178.70457,182.2335,35.654236,2.3148196,-2.407467,1.5814606,8.00078,3.6774397,19.008232,20.960602,8.805455,1.5124313,0.43083757,0.7056167,30.28814,27.795654,12.0321665,0.40852562,91.03399,1.0,4100.0
4.0325537,-25.281937,122.98847,125.63003,25.60152,2.273247,-1.4126253,1.1409763,-1.3506205,11.624647,26.490257,28.967194,11.702846,1.555657,1.6864636,0.63873196,9.051746,2.4922178,8.701894,1.2918633,92.756065,1.0,4100.0
-28.86879,35.97983,-12.217772,47.725906,46.129765,-0.26185384,2.246975,0.7299944,17.944622,-24.984915,-12.791763,33.315224,30.761265,-0.4047019,-0.9479477,0.13962308,6.6319823,4.565018,-4.8108,-0.81160665,90.7246,1.0,4100.0
-2.2823324,30.908672,35.24256,46.9432,30.992823,0.9750876,1.6445037,1.0347708,0.28333086,-31.286404,97.07423,101.99476,31.287687,1.8504119,-1.5617405,0.7784766,5.399652,-0.004293639,5.39965,1.5715915,91.06081,1.0,4100.0
31.12709,-9.060963,193.30115,196.00475,32.419083,2.485608,-0.28326783,1.236866,-36.124256,8.006954,160.39249,164.6088,37.000988,2.172873,2.9234688,1.1101804,0.9282292,-0.19064744,-0.9084399,-1.7776568,89.39677,1.0,4100.0
-35.518085,-25.246452,51.78749,67.68221,-1.0,1.0085418,-2.5236514,0.14132956,20.468813,13.185121,47.197193,53.12374,-1.0,1.4157662,0.5722564,1.3180003,0.2776768,-0.2025278,-0.18996549,-2.38819,90.29362,1.0,4100.0
3.910881,-4.3657646,0.30715013,5.871006,5.8613048,0.052379075,-0.8403028,0.13956778,23.570724,26.846252,-15.284016,38.866215,35.725346,-0.41573995,0.85027575,0.8253433,61.92522,58.817024,19.372416,0.31817704,91.02511,1.0,4100.0
21.434147,-2.8135114,-12.707781,25.088583,21.618013,-0.5583638,-0.13051686,0.7815395,-16.493217,3.1740835,19.728712,25.924482,16.795864,0.99962157,2.9514692,0.8692964,10.774972,10.773968,0.14709021,0.013651523,90.74506,1.0,4100.0
47.0545,-42.95649,347.85944,353.6485,63.71331,2.3988354,-0.73990166,1.2989446,182.15099,-19.658346,1484.2266,1495.4917,183.20871,2.7889578,-0.10750725,1.2253282,20.976978,17.910044,-10.920804,-0.5475641,89.94859,1.0,4100.0
7.6046505,-20.478127,19.43521,29.259983,21.844551,0.80119526,-1.2152252,1.1112489,-9.00013,30.713999,-20.947163,38.274323,32.0055,-0.614982,1.8558466,1.3371929,4.908752,3.172336,-3.7459483,-0.86812145,90.243,1.0,4100.0
-30.408787,-8.908865,68.34959,75.34042,31.686941,1.5117328,-2.8565977,0.6717624,32.839516,4.2564964,26.819527,42.638187,33.11422,0.74038774,0.12889646,1.4752837,2.2239935,-1.9837968,-1.0053345,-2.6725414,93.05666,1.0,4100.0
7.9024773,27.799654,26.956528,39.53707,28.901037,0.83298934,1.2938368,1.1205826,4.0582237,-8.380884,27.418987,28.95736,9.311734,1.8007684,-1.1198491,0.13926959,22.780554,19.879763,11.124237,0.51016545,89.29312,1.0,4100.0
-9.474928,21.878088,-12.648912,27.001886,23.841665,-0.5083578,1.9794896,0.82576543,11.070782,-20.91091,2.663195,23.840727,23.660692,0.11232145,-1.0838859,1.2080147,2.490144,2.1818259,-1.2001885,-0.50290805,89.65628,1.0,4100.0
18.519176,-6.910858,-14.545044,24.571608,19.766636,-0.68177915,-0.35716802,1.2189085,-33.33211,10.295828,-101.412025,107.246765,34.88601,-1.7886047,2.8420036,0.6603083,8.3031645,7.8797565,-2.617629,-0.32072723,86.060165,1.0,4100.0
8.381512,-26.929813,61.552406,67.71534,28.203981,1.5223539,-1.269064,1.0972309,-17.00327,-0.29419875,66.47595,68.619644,17.005814,2.0724056,-3.124292,0.6368949,41.226227,-21.008142,-35.47196,-2.1054952,91.93782,1.0,4100.0
-28.900417,1.3805691,-106.75413,110.61572,28.933372,-2.0165577,3.093859,1.5014217,35.590916,25.49345,-155.10208,161.16235,43.779324,-1.9774169,0.621576,0.13887846,16.698895,10.253131,13.180531,0.9096772,90.244804,1.0,4100.0
-4.279266,13.87095,53.595657,55.540096,14.516038,2.0172153,1.870038,1.2216567,-14.375011,-30.54361,13.665882,36.441673,33.757267,0.39451414,-2.0106804,1.298528,12.976214,-11.135209,-6.6625266,-2.6024022,90.277,1.0,4100.0
-5.0234118,-1.5414426,-5.6615276,7.75655,5.2545896,-0.9350888,-2.8438618,0.7074314,7.044894,2.4807563,22.418015,23.65253,7.4689145,1.8189236,0.33857587,1.0441003,3.663473,-3.338053,1.5094489,2.7169154,90.949036,1.0,4100.0
-3.5937433,12.057653,-14.714529,19.360752,12.581812,-0.9963053,1.8604602,0.13914041,9.66952,-18.19572,7.381034,21.919468,20.605433,0.3509589,-1.0823319,1.1830206,9.641017,-2.5267434,9.304019,1.835976,90.45376,1.0,4100.0
-7.079094,2.2300696,0.7434863,7.483267,7.422047,0.100005895,2.836412,0.5997742,16.688086,-7.2797647,16.4968,24.580704,18.206789,0.813379,-0.41134,0.7612033,11.564147,-11.449772,1.6224086,3.0008318,72.48499,1.0,4100.0
-11.633585,33.776085,-70.74733,79.258575,35.723442,-1.4348435,1.9025028,0.75690734,9.342443,-23.47351,-58.455338,63.68651,25.264341,-1.5757468,-1.1920158,0.8110995,5.5038514,-1.7618021,5.214253,1.896635,89.433,1.0,4100.0
-18.626406,13.419762,-1.0366311,23.00327,22.9572,-0.045139614,2.5172603,1.0211742,17.863382,-18.715273,32.40667,41.4721,25.872028,1.0492009,-0.8086832,0.6171844,15.748105,8.120774,-13.492806,-1.0290107,90.72347,1.0,4100.0
14.320719,56.050457,-133.76582,145.74767,57.850986,-1.5751512,1.3206508,1.532891,-26.96916,-9.962479,-158.39624,160.99106,28.75042,-2.407731,-2.7877383,1.4715203,6.2257085,-1.9715538,5.9052877,1.893023,91.19519,1.0,4100.0
-18.378838,40.261204,-112.60712,120.99226,44.257725,-1.6635773,1.9990343,0.13772075,7.449745,-20.590607,-109.02041,111.197754,21.896845,-2.3082757,-1.2236454,0.13852365,5.216635,-0.946877,5.129981,1.7533191,98.68954,1.0,4100.0
6.2707205,11.06839,20.342442,24.004131,12.721289,1.248499,1.0553408,0.74310267,-9.473,-38.105022,90.451584,98.60952,39.264877,1.5717233,-1.8144592,0.78609663,27.971146,13.600487,24.442007,1.063023,89.69347,1.0,4100.0
11.371535,42.421288,-41.09539,60.14756,43.918987,-0.8351747,1.3088917,0.14293857,-11.685917,-12.9028,-66.00865,68.275185,17.408127,-2.0429468,-2.3067453,1.1471013,13.366608,-11.022721,-7.560808,-2.5403726,98.395454,1.0,4100.0
-39.390858,23.489092,154.16658,160.84561,45.86259,1.9269557,2.603892,0.7740829,-50.946167,-42.87951,78.568245,102.991035,66.58952,1.0030345,-2.4419584,0.14160687,10.267378,-9.608729,3.6182,2.7814608,91.82448,1.0,4100.0
9.803141,14.197626,24.964775,30.35522,17.253237,1.1649783,0.96649,0.72476256,4.363345,-38.79231,44.20448,58.982193,39.03693,0.97195095,-1.4587874,0.9905069,33.227634,22.631649,24.328669,0.82151973,93.98944,1.0,4100.0
32.545845,22.272865,145.08685,150.35313,39.43745,2.0137436,0.60014766,0.7466402,-32.57754,-9.401913,121.05855,125.71748,33.907112,1.9848561,-2.8606262,0.14650096,5.0555835,-4.813381,1.5460546,2.8308022,87.879486,1.0,4100.0
13.205834,-4.5130424,-75.24344,76.531,13.955702,-2.386479,-0.32930285,0.81055874,-6.5179195,5.894932,-0.4730296,8.802088,8.788259,-0.053799223,2.4063413,0.13962935,28.570925,-22.958708,17.005749,2.5040636,91.37388,1.0,4100.0
16.333727,21.763168,-28.284166,39.265575,27.210772,-0.90899384,0.9269615,1.168425,-3.2103329,-4.328907,-30.381622,30.863739,5.389404,-2.430326,-2.2089021,0.69407374,18.445194,-11.340089,-14.547425,-2.2329276,91.06231,1.0,4100.0
-6.903755,-12.85284,14.006989,20.22554,14.589631,0.8528512,-2.0637114,0.13930044,-4.0178638,20.905184,28.086426,35.24254,21.287788,1.0902048,1.7606755,0.138798,25.704859,-22.73584,-11.992555,-2.6562085,92.756615,1.0,4100.0
-11.940233,0.51933324,4.9341526,12.965239,11.951522,0.40193707,3.0981257,0.955339,12.375135,-1.6508955,-38.636974,40.615696,12.484768,-1.8479842,-0.1326212,0.97444314,7.875851,-7.875591,-0.0640599,-3.1334589,87.976135,1.0,4100.0
32.09851,-0.011966027,-78.35791,84.68198,32.098515,-1.6251576,-0.0003727907,0.8720631,-37.471714,13.612757,-167.52634,172.21086,39.867737,-2.1425872,2.7931356,1.4390073,12.110305,12.058539,1.1185331,0.09249392,91.82069,1.0,4100.0
11.944701,-14.241427,-3.1259918,18.891129,18.587473,-0.16739449,-0.872882,1.2683734,-22.836014,15.203393,48.44351,55.677773,27.434042,1.3337188,2.5542154,0.78370094,9.744422,4.2119737,-8.787095,-1.1238159,91.338295,1.0,4100.0
-22.472527,-37.245327,-128.95247,136.0947,43.499756,-1.8071414,-2.1136863,0.8934376,16.74501,21.001728,-153.00822,155.35352,26.860155,-2.4406116,0.89769423,1.3153336,11.716911,6.9625735,9.42383,0.93448484,89.48066,1.0,4100.0
-4.0025806,5.972193,1.9327202,7.44598,7.1894183,0.26569146,2.161243,0.13954823,10.67139,-15.050856,-10.420179,21.197502,18.450117,-0.53838676,-0.9540409,0.5891925,14.309378,-4.4251885,13.607939,1.8852016,93.53359,1.0,4100.0
-26.819874,31.134083,15.7348995,44.007065,41.093025,0.3741206,2.2818894,0.6308316,17.874767,-18.63062,21.260271,33.461838,25.818739,0.75087,-0.8061004,1.0431627,16.088026,11.016429,-11.724456,-0.81652266,92.85033,1.0,4100.0
-32.885113,-11.96298,16.381235,38.64795,34.993477,0.45251957,-2.7926939,0.8806681,36.680275,14.896797,81.16262,90.314545,39.589863,1.4658128,0.38577586,1.4102727,1.3267369,-1.321065,-0.12254871,-3.0490923,91.80789,1.0,4100.0
20.697464,-14.696976,-66.52585,71.20459,25.384762,-1.6911484,-0.61746293,0.13784207,-38.54176,11.488316,-142.3823,147.9597,40.217518,-1.9767346,2.8519032,1.380978,4.66387,1.9890099,-4.218474,-1.1302077,82.96493,1.0,4100.0
11.702172,14.331837,6.291178,19.58113,18.502497,0.3337852,0.88606554,1.2244644,-20.33394,-22.18806,-20.238815,36.28886,30.096165,-0.6299686,-2.3126183,1.2217044,8.627869,4.370528,7.438992,1.0396067,75.48695,1.0,4100.0
-27.320175,3.1703987,-4.229015,27.859943,27.503515,-0.15316315,3.0260634,1.359588,53.162838,18.127583,24.846603,61.430485,56.168465,0.42907137,0.32861868,1.2058887,5.626279,-5.603688,0.5036835,3.0519493,89.46158,1.0,4100.0
18.428171,34.504173,-36.681973,53.637093,39.116947,-0.8366653,1.0802537,1.1113635,-14.399419,-22.028532,-26.002567,37.010746,26.317286,-0.87289226,-2.149748,1.0306929,22.55193,-11.8621435,-19.180174,-2.124678,88.88723,1.0,4100.0
-6.0348454,-0.18794891,-17.004925,18.04554,6.037771,-1.7587386,-3.1104589,0.13913625,-25.951916,-18.425997,13.556928,34.59522,31.827965,0.41401458,-2.5241833,0.13992105,34.95427,-33.705532,-9.259489,-2.8734894,91.43011,1.0,4100.0
-27.059813,15.310621,-51.61741,60.265553,31.090973,-1.2804668,2.626695,0.9650678,2.059845,-1.6396122,-8.220985,8.633392,2.6327343,-1.8565203,-0.6722899,0.13990203,6.9127016,-3.797817,-5.775987,-2.1524386,93.906845,1.0,4100.0
-16.877386,-6.033401,7.085246,19.27351,17.923395,0.3856746,-2.798266,0.13923256,37.693523,6.3779035,89.462265,97.29086,38.2293,1.5861706,0.16761664,0.73199016,10.6337385,-9.774603,-4.187307,-2.7368572,92.05821,1.0,4100.0
20.178383,-26.493748,67.41137,75.19188,33.30294,1.4544001,-0.9198947,0.6634691,-12.9963875,27.015015,126.60089,130.10408,29.978611,2.1474347,2.019194,0.7542878,4.9106264,-2.0358932,4.4687123,1.9982878,92.78301,1.0,4100.0
37.986237,-8.312559,-9.762804,40.108162,38.885124,-0.24850228,-0.21543482,1.1399572,-23.737473,2.5826747,-1.343041,23.93329,23.87756,-0.05621738,3.0332174,0.92780554,17.840332,-17.5905,2.97519,2.9740422,91.85123,1.0,4100.0
30.596842,0.52935296,-51.356853,59.788067,30.601421,-1.2897403,0.017299175,0.79974747,-33.139908,6.874706,9.040106,35.04108,33.84546,0.26402146,2.937049,0.7992099,2.643645,-2.5342155,0.75273544,2.8528638,93.59257,1.0,4100.0
4.189127,1.7086053,17.424507,18.018906,4.5241704,2.0580337,0.38726956,0.77420574,-23.313866,-10.421918,-20.292492,32.657677,25.537281,-0.7284635,-2.721214,1.6080778,12.734594,11.538785,5.387609,0.43682945,93.321655,1.0,4100.0
31.673677,32.102547,-75.2097,87.708305,45.097622,-1.2843318,0.79212266,1.5659746,-5.4511423,-6.832182,-1.6876466,8.94017,8.740347,-0.19190681,-2.2442327,0.8275453,19.316088,-11.2004175,-15.737277,-2.1893399,91.40925,1.0,4100.0
